player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Gervon Dexter Sr.,124374,DI,CHI,11,7,2,,0,0,6,1,0,66.3,75.5,87.3,68.5,69.1,57.3,11,17,0,0,,8.6,3,0,0,0.0,0,5,0,4,0,4,485,481,57,303,9,112,0,4,288,193,0,18,25,0,0,33,0,0,0,
Junior Colson,124827,LB,LAC,5,6,0,63.6,0,0,27,0,0,39.0,39.2,78.2,45.0,56.3,49.8,0,4,0,0,26,13.3,2,1,0,88.4,7,0,0,97,1,69,115,5,0,0,5,0,0,110,9,37,12,3,7,0,11,4,0,88,39,12.6
Mekhi Wingo,128050,DI,DET,10,2,1,,0,0,11,0,0,60.7,58.5,82.1,60.2,53.9,72.0,0,5,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,163,163,7,90,17,49,0,0,102,60,0,1,4,0,0,5,0,0,0,
Segun Olubi,128312,LB,IND,1,1,0,100.0,0,1,14,1,0,36.0,86.4,67.9,,92.6,76.4,0,0,0,0,25,0.0,0,0,0,118.8,1,0,0,15,0,4,21,0,0,0,0,0,0,21,0,17,6,0,2,0,1,0,0,25,11,25.0
Jer'Zhan Newton,129420,DI,WAS,11,13,0,,0,1,32,1,0,60.0,46.6,27.6,60.9,46.0,69.0,5,7,0,0,,3.2,1,0,3,0.0,0,1,0,0,0,0,344,344,37,264,2,41,0,0,163,181,0,10,17,2,0,13,0,0,0,
Lukas Van Ness,129482,ED,GB,11,5,0,100.0,0,1,12,1,0,68.5,47.6,0.0,62.5,42.9,52.5,1,6,0,0,8,14.3,3,0,5,100.0,1,2,0,0,0,6,275,275,0,11,240,24,0,0,161,108,0,9,13,4,1,9,0,8,14,8.0
Jakorian Bennett,129496,CB,LV,10,3,0,48.6,2,0,23,0,0,61.0,58.6,85.7,,42.2,30.8,0,0,0,0,24,28.6,8,7,3,62.4,18,0,0,39,406,294,459,0,0,0,0,0,0,459,0,165,14,3,17,0,37,0,0,176,68,9.8
Beau Brade,129499,S,BLT,1,0,0,,0,0,3,0,0,,60.0,62.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
Tarheeb Still,129537,CB,LAC,8,5,0,59.1,0,0,27,0,0,70.8,71.6,85.0,75.7,63.9,46.3,0,0,0,1,28,18.9,7,3,0,82.3,26,1,0,20,312,300,441,3,0,0,3,0,0,438,2,139,106,9,25,0,44,1,2,267,60,10.3
Jaylen Harrell,129579,ED,TEN,11,3,0,,0,0,31,0,0,65.3,46.3,84.6,46.2,47.8,56.8,0,4,0,0,,12.5,1,0,0,0.0,0,0,0,5,0,8,200,195,0,1,191,3,0,5,97,95,0,3,4,2,0,4,0,0,0,
Kris Jenkins,129584,DI,CIN,9,6,0,,0,0,7,0,0,60.0,51.4,84.0,55.7,51.0,51.2,0,4,0,0,,10.5,2,0,0,0.0,0,1,0,0,0,0,287,287,34,233,2,18,0,0,150,137,0,9,11,0,0,5,0,0,0,
Braiden McGregor,129586,ED,NYJ,6,0,0,,0,0,22,0,0,60.0,50.7,22.9,56.4,54.8,74.2,0,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,71,71,0,2,69,0,0,0,35,36,0,3,5,0,0,3,0,0,0,
Ji'Ayir Brown,129767,S,SF,11,8,0,56.0,2,0,28,0,0,70.3,65.6,87.6,50.2,52.2,51.7,0,1,0,1,36,12.5,7,4,2,68.6,14,0,0,200,6,394,685,22,0,0,22,0,352,663,10,281,104,18,41,3,25,1,1,139,56,9.9
Curtis Jacobs,129785,LB,NE,4,1,0,100.0,0,0,19,0,0,50.0,39.8,76.2,54.0,44.2,75.8,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,3,0,6,23,16,0,0,16,0,0,7,5,12,4,0,0,0,1,0,0,9,0,9.0
Sanoussi Kane,129820,S,BLT,2,0,0,,0,0,3,0,0,62.6,64.5,70.8,,60.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,4,12,1,0,0,1,0,4,11,0,8,4,0,0,0,0,0,0,0,0,
Max Melton,129889,CB,ARZ,11,1,0,67.6,1,1,1,0,0,53.1,52.8,84.5,,50.0,61.2,0,0,0,0,31,12.8,5,1,1,94.9,23,0,0,33,367,254,403,1,0,0,1,0,0,402,0,149,2,6,33,1,34,0,0,297,93,12.9
Nick Herbig,129920,ED,PIT,7,1,0,100.0,0,3,25,1,0,47.5,89.5,54.6,92.0,61.3,30.1,2,10,0,0,25,31.3,5,0,1,118.8,2,5,0,2,0,19,237,230,0,0,225,5,0,7,128,90,5,11,10,2,2,17,0,43,15,21.5
Quinyon Mitchell,130628,CB,PHI,11,5,0,59.1,2,0,24,0,0,73.6,73.4,57.2,,69.2,70.9,0,0,0,0,33,7.5,3,8,3,81.3,26,0,0,37,606,423,654,3,0,0,3,0,1,651,0,231,7,6,32,0,44,0,0,317,53,12.2
Byron Murphy II,131252,DI,SEA,8,6,0,,0,0,29,0,0,56.5,60.5,84.6,65.5,55.2,75.5,0,10,0,0,,4.3,1,0,0,0.0,0,1,0,0,0,1,272,272,43,216,2,11,0,0,144,127,0,13,16,3,0,11,0,0,0,
Christian Gonzalez,131679,CB,NE,12,3,0,56.7,2,0,19,1,1,70.1,69.0,61.5,76.8,58.7,71.1,1,0,0,1,58,9.1,5,5,3,78.4,38,0,0,46,592,446,766,1,0,0,1,0,9,765,2,318,118,10,47,0,67,1,2,407,93,10.7
Noah Sewell,131722,LB,CHI,2,0,0,,1,0,6,0,0,,30.5,0.0,57.8,60.1,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,4,3,0,0,3,0,0,1,1,3,1,0,0,0,0,0,0,0,0,
Tuli Tuipulotu,131840,ED,LAC,11,8,1,100.0,0,1,27,0,0,61.2,65.3,75.2,65.0,60.2,28.2,4,18,0,0,25,31.3,10,1,1,118.8,2,8,0,5,0,42,515,504,0,10,446,48,0,11,286,187,6,16,14,4,2,30,0,36,21,18.0
Clark Phillips III,131871,CB,ATL,11,1,0,73.9,0,0,2,0,0,66.6,69.3,82.4,55.8,77.4,52.1,0,0,0,1,67,13.3,4,0,0,93.2,17,0,0,34,205,149,242,0,0,0,0,0,0,242,2,91,1,10,25,2,23,0,1,183,61,10.8
Chau Smith-Wade,131956,CB,CAR,6,4,0,75.0,0,0,5,0,0,30.9,36.5,0.0,49.6,68.4,74.6,0,1,0,0,23,9.5,2,0,3,112.2,12,0,0,25,1,73,130,2,0,0,2,0,2,128,8,49,98,6,15,0,16,1,1,103,79,8.6
Jaylen Watson,131960,CB,KC,6,2,0,53.6,1,0,16,0,0,74.2,70.9,34.3,51.3,59.5,51.1,0,0,0,0,47,14.7,5,4,2,75.3,15,0,0,17,306,221,341,13,0,0,13,0,0,328,5,115,5,7,27,1,28,0,0,192,67,12.8
Sam Webb,134606,CB,LV,2,0,0,,0,0,23,0,0,63.8,66.4,71.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,10,4,11,0,0,0,0,0,1,11,0,7,0,0,0,0,0,0,0,0,0,
Jermaine Jackson,141559,WR,NO,1,0,0,,0,0,20,0,0,,59.9,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Malik Mustapha,142358,S,SF,10,17,0,38.5,0,0,28,0,0,59.6,67.2,86.2,56.8,78.6,67.5,0,0,0,1,11,12.3,7,2,0,54.2,5,0,0,91,1,273,491,4,0,0,4,0,370,487,2,216,24,7,33,2,13,0,3,29,27,5.8
Kamren Kinchens,143946,S,LA,10,4,0,82.4,0,1,26,0,0,56.5,52.6,16.1,,50.6,46.2,0,0,1,3,32,20.0,7,0,1,106.4,14,0,0,40,0,165,255,0,0,0,0,0,189,255,0,90,26,3,24,1,17,0,3,162,82,11.6
Leonard Taylor III,143953,DI,NYJ,8,2,1,,0,0,22,0,0,60.0,70.1,81.7,75.5,60.1,59.9,1,3,0,0,,14.3,2,0,0,0.0,0,2,0,0,0,0,155,155,2,133,0,20,0,0,70,85,0,8,10,2,0,6,0,0,0,
Jeremiah Trotter Jr.,144142,LB,PHI,5,1,0,50.0,0,0,24,0,0,91.2,90.6,73.1,59.9,59.8,79.9,0,0,0,0,5,0.0,0,1,0,56.3,1,0,0,27,0,14,28,0,0,0,0,0,0,28,1,13,1,0,4,0,2,0,0,5,2,5.0
Nate Wiggins,144143,CB,BLT,10,1,0,48.9,2,1,3,0,0,61.6,64.1,84.4,58.6,76.5,41.2,0,1,0,0,39,20.0,5,6,7,70.2,22,0,0,25,395,324,434,1,0,0,1,0,0,433,1,109,13,5,19,0,45,1,0,296,78,13.5
Cooper DeJean,144867,CB,PHI,10,6,0,70.5,0,0,24,1,0,80.4,79.6,83.1,55.4,70.7,57.4,0,1,0,0,24,14.3,5,4,1,80.7,31,1,0,31,6,249,379,10,0,0,10,0,1,369,7,123,331,13,24,2,44,2,0,210,163,6.8
Chop Robinson,144901,ED,MIA,11,5,1,100.0,0,0,17,0,0,59.5,72.2,53.9,79.7,54.0,45.0,4,28,0,0,16,26.3,5,0,2,115.3,3,4,0,2,0,27,342,340,0,0,328,12,0,2,210,105,0,9,9,2,3,36,0,35,23,11.7
Austin Booker,144990,ED,CHI,11,1,0,,0,0,6,0,0,69.6,51.9,85.9,53.3,46.2,31.9,2,4,0,0,,22.2,4,0,0,0.0,0,1,0,0,0,8,197,197,0,4,187,6,0,0,106,83,0,11,13,2,0,7,0,0,0,
Michael Hall Jr.,145076,DI,CLV,4,1,0,100.0,0,0,8,0,0,57.6,62.6,80.3,59.2,67.7,30.0,2,5,0,0,20,20.0,1,0,0,118.8,1,0,0,1,0,4,101,100,2,43,12,43,0,1,68,29,0,3,3,1,1,7,0,20,5,20.0
Tre Hawkins III,145387,CB,NYG,1,0,0,,0,0,21,0,0,64.5,67.3,72.4,,66.4,57.0,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,5,17,6,23,0,0,0,0,0,0,23,0,17,1,1,4,0,0,0,0,0,0,
Thomas Incoom,145694,ED,CAR,5,0,0,100.0,0,0,5,0,0,91.7,78.7,79.7,50.3,65.6,79.2,1,1,0,0,12,20.0,1,0,0,93.1,3,0,0,0,0,4,40,38,0,0,38,0,0,2,19,17,0,4,4,1,3,2,0,19,9,6.3
Bo Richter,145962,ED,MIN,2,0,0,,0,0,18,0,0,64.7,57.5,73.1,51.9,60.0,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,14,13,0,0,13,0,0,1,10,1,0,0,1,0,0,0,0,0,0,
Calen Bullock,146424,S,HST,12,7,0,47.6,0,0,13,1,0,42.1,49.7,86.4,58.8,73.7,56.0,0,0,0,4,30,17.9,7,3,1,56.5,10,0,0,52,1,425,663,0,0,0,0,0,587,663,1,237,23,2,25,0,21,0,2,114,46,11.4
Cole Bishop,146454,S,BUF,7,3,0,60.0,0,0,4,0,0,53.5,51.6,78.1,59.1,54.3,29.2,0,0,0,0,12,28.6,4,1,0,74.6,3,0,0,58,0,75,138,3,0,0,3,0,67,135,1,62,10,2,7,0,5,0,0,27,31,9.0
Jonah Elliss,146458,ED,DEN,12,3,2,83.3,0,0,10,0,0,29.3,55.3,84.9,59.9,64.5,57.1,0,9,0,0,24,17.6,3,0,0,142.4,5,5,0,13,0,32,314,298,0,0,297,1,0,16,176,106,1,9,11,1,6,14,1,52,9,10.4
Jaden Hicks,146512,S,KC,9,0,0,100.0,0,0,16,0,0,73.5,75.1,78.3,50.0,67.4,84.1,0,0,0,1,21,0.0,0,0,0,70.4,5,0,0,38,0,52,78,3,0,0,3,0,25,75,5,21,12,4,8,1,5,0,0,52,32,10.4
Kool-Aid McKinstry,146602,CB,NO,8,4,0,69.2,0,0,20,0,0,68.5,69.8,83.5,57.6,73.9,73.4,0,1,0,0,35,10.5,2,3,0,92.5,18,0,0,26,222,194,273,5,0,0,5,0,0,268,6,73,20,4,13,0,26,1,0,204,88,11.3
Terrion Arnold,146603,CB,DET,10,8,0,62.7,0,0,11,1,0,51.7,52.0,54.6,,56.7,73.2,0,0,0,0,41,7.0,3,4,9,101.8,37,0,0,23,531,425,602,0,0,0,0,0,4,602,0,177,44,10,32,0,59,0,3,432,132,11.7
Dallas Turner,146604,ED,MIN,10,3,0,50.0,1,0,18,0,0,65.7,57.6,43.8,54.7,61.3,77.8,1,5,0,0,6,0.0,0,0,1,56.3,1,1,0,4,0,29,150,144,0,0,143,1,0,6,79,42,1,3,5,0,2,7,0,6,1,6.0
Javon Bullard,146726,S,GB,11,12,0,78.0,0,0,12,0,0,52.4,58.9,85.1,62.9,74.6,61.5,0,3,0,0,31,13.4,9,1,0,108.1,32,0,0,120,5,328,562,15,0,0,15,0,204,547,13,221,218,20,46,1,41,3,1,328,189,10.3
Kamari Lassiter,146727,CB,HST,9,6,0,45.2,0,0,13,0,0,70.8,70.5,85.9,58.5,63.1,69.2,0,0,0,3,49,9.1,3,3,1,56.0,19,0,0,43,477,314,525,1,0,0,1,0,0,524,2,209,4,10,24,1,42,0,2,303,101,15.9
Trevin Wallace,146747,LB,CAR,9,12,0,86.4,0,1,5,1,0,66.5,53.7,83.4,55.5,42.4,71.1,0,3,0,0,42,9.3,5,0,0,149.1,19,0,0,426,1,213,481,13,0,0,13,0,1,468,30,238,40,12,37,1,22,3,2,278,173,14.6
Maason Smith,146774,DI,JAX,5,2,1,,0,0,15,0,0,59.7,55.0,81.4,56.1,54.4,71.4,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,136,136,0,115,0,21,0,0,80,55,0,3,2,0,0,3,0,0,0,
Marcellas Dial,146902,CB,NE,2,0,0,,0,0,19,0,0,60.0,62.3,99.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
Byron Young,146932,ED,LA,11,12,0,80.0,1,1,26,0,0,48.4,56.6,48.4,69.3,50.7,40.8,7,20,0,0,18,19.0,8,0,4,92.1,8,7,1,7,0,85,577,544,0,0,544,0,0,33,242,250,26,19,22,4,10,34,0,61,54,7.6
Daijahn Anthony,147537,S,CIN,6,0,0,0.0,0,0,7,0,0,64.1,64.4,73.9,,,22.6,0,0,0,0,,,0,1,2,39.6,0,0,0,1,3,12,12,0,0,0,0,0,1,12,0,0,6,0,0,0,1,0,0,0,0,
Julius Wood,151039,S,TEN,1,0,0,,0,0,31,0,0,60.5,61.2,66.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,3,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,
Kader Kohou,156070,CB,MIA,9,4,0,68.3,0,0,17,1,0,59.5,52.9,9.8,40.1,40.6,27.1,0,1,0,1,30,27.5,11,2,4,82.1,28,0,0,47,123,302,454,5,0,0,5,0,3,449,10,142,276,6,25,2,41,1,1,247,129,8.8
Joshua Williams,156083,CB,KC,6,2,0,63.6,0,0,16,0,0,56.6,51.4,0.0,,51.0,32.2,0,0,0,0,17,25.0,2,0,3,113.8,7,0,0,6,141,114,150,1,0,0,1,0,0,149,0,36,2,0,4,0,11,0,1,75,41,10.7
Dallis Flowers,156091,CB,IND,4,0,0,100.0,1,0,14,0,0,65.7,60.4,0.0,,51.8,45.1,0,0,0,0,85,18.2,2,0,1,158.3,5,0,0,6,82,58,89,1,0,0,1,0,0,88,0,31,0,4,9,1,5,0,1,111,67,22.2
Jeremiah Pharms Jr.,156117,DI,NE,11,3,0,,0,0,19,0,0,,61.5,83.7,59.3,60.0,54.1,2,8,0,0,,10.5,2,0,0,0.0,0,1,0,0,0,0,277,277,36,112,17,112,0,0,161,116,0,13,14,2,0,11,0,0,0,
Dondrea Tillman,156124,ED,DEN,7,5,0,100.0,0,0,10,0,0,71.1,63.0,84.1,57.0,62.4,42.3,1,6,0,0,26,27.3,3,0,0,118.8,2,2,0,0,0,8,135,134,0,0,134,0,0,1,84,43,0,5,3,0,2,9,0,29,36,14.5
Dee Williams,157609,CB,SEA,1,0,0,,0,0,29,0,0,,60.0,69.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Caleb Murphy,169634,ED,LAC,4,0,0,,0,0,27,0,0,58.9,56.4,77.8,54.0,66.1,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,31,31,0,1,28,2,0,0,20,10,0,1,2,0,0,0,0,0,0,
Qwan'tez Stiggers,169764,CB,NYJ,1,0,0,100.0,0,0,22,0,0,46.3,41.1,63.3,,,22.9,0,0,0,0,8,100.0,1,0,0,100.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,1,8.0
Trevor Nowaske,169859,ED,DET,8,1,0,66.7,0,0,11,0,0,73.6,60.0,83.5,55.7,53.1,56.6,0,9,0,1,8,12.5,1,0,0,30.6,2,2,0,18,2,29,188,161,0,0,161,0,0,27,91,68,7,6,6,0,3,11,0,9,5,4.5
=======
Kingsley Enagbare,82409,ED,GB,8,3,0,,1,2,12,0,0,76.0,65.4,34.0,61.3,67.2,50.8,2,6,0,0,,17.6,3,0,3,0.0,0,2,0,0,0,8,220,220,0,9,207,4,0,0,127,85,0,7,11,0,0,10,0,0,0,
Bobby Brown III,82429,DI,LA,7,12,0,,0,0,26,0,0,60.0,66.4,83.5,53.1,68.5,76.4,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,222,222,36,123,21,42,0,0,85,137,0,5,9,1,0,2,0,0,0,
Tyree Wilson,82432,ED,LV,7,2,0,,1,0,23,0,0,63.0,69.1,58.3,61.1,74.0,44.7,4,7,0,0,,20.0,2,0,1,0.0,0,1,0,0,0,2,202,202,0,13,143,46,0,0,125,75,0,7,6,0,0,12,0,0,0,
Otito Ogbonnia,82450,DI,LAC,7,5,0,,0,0,27,0,0,,46.0,26.3,51.8,52.0,40.5,1,6,0,0,,16.7,3,0,2,0.0,0,1,0,1,0,0,209,208,21,160,0,27,0,1,115,94,0,6,10,0,0,8,0,0,0,
Taki Taimani,82468,DI,MIN,7,1,0,,0,0,18,0,0,,61.2,79.9,48.7,69.9,70.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,70,70,27,43,0,0,0,0,44,26,0,1,3,0,0,0,0,0,0,
Brennan Jackson,82474,ED,LA,1,0,0,,0,0,26,0,0,,66.3,72.1,56.7,65.9,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,3,6,0,0,1,0,0,0,0,0,0,
Scott Matlock,82482,DI,LAC,7,3,1,,0,0,27,0,0,61.8,48.5,78.6,68.3,30.1,71.8,0,3,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,66,66,0,42,1,23,0,0,38,28,0,2,1,0,0,4,0,0,0,
Cameron Young,82499,DI,SEA,1,0,0,,0,0,29,0,0,,44.0,68.3,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Quay Walker,82547,LB,GB,7,11,0,75.0,0,0,12,0,0,43.9,48.7,83.2,65.2,56.4,64.8,0,4,0,0,24,10.3,6,0,0,94.8,21,2,0,357,1,226,403,11,0,0,11,0,1,392,33,144,33,14,41,3,28,6,0,203,97,9.7
Jack Sanborn,82566,LB,CHI,7,2,1,75.0,0,0,6,0,0,58.7,79.1,76.4,85.8,78.1,60.3,1,1,0,0,27,11.1,1,1,0,115.6,3,1,0,45,0,25,78,17,0,0,17,0,0,61,10,43,16,6,6,0,4,3,0,49,20,16.3
Ethan Bonner,83091,CB,MIA,1,0,0,,0,0,17,0,0,,31.3,64.8,,46.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,1,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Starling Thomas V,83098,CB,ARZ,8,3,0,53.6,0,1,1,0,0,55.7,56.0,84.3,,54.9,60.3,0,0,0,0,53,12.5,3,2,1,104.6,15,0,0,41,359,230,406,0,0,0,0,0,0,406,0,176,6,5,18,1,28,0,2,229,86,15.3
Pat Surtain II,83119,CB,DEN,7,3,0,70.6,1,0,10,0,0,76.2,76.9,84.6,60.0,74.7,84.7,0,1,1,3,23,0.0,0,2,6,69.4,12,0,0,24,340,243,386,0,0,0,0,0,0,386,1,142,22,6,12,1,17,1,1,116,22,9.7
Jalyn Armour-Davis,83120,CB,BLT,3,1,0,85.7,0,0,3,0,0,54.9,56.6,78.6,,65.3,49.8,0,0,0,0,22,16.7,1,0,0,151.5,6,0,0,3,80,54,84,0,0,0,0,0,0,84,0,30,1,0,4,0,7,0,1,76,23,12.7
Josh Jobe,83122,CB,SEA,2,5,0,50.0,2,0,29,0,0,54.0,56.9,0.0,,79.8,83.5,0,0,0,1,35,0.0,0,2,3,48.3,6,0,0,7,109,70,116,0,0,0,0,0,0,116,0,46,0,1,8,0,12,0,0,113,15,18.8
Jamien Sherwood,83175,LB,NYJ,8,24,0,70.4,0,0,22,0,0,74.3,78.8,47.6,64.6,77.4,64.9,0,5,0,0,30,11.4,9,1,1,83.4,19,0,0,394,1,233,466,33,0,0,33,0,0,433,23,210,38,26,46,4,27,5,0,147,127,7.7
Roger McCreary,83176,CB,TEN,7,3,0,70.4,0,0,31,0,0,66.3,64.1,81.7,58.7,54.3,30.0,1,0,0,0,30,30.4,7,0,0,90.5,19,1,0,32,9,170,299,9,0,0,9,0,1,290,17,112,248,6,13,4,27,2,1,113,103,5.9
Tyson Campbell,83217,CB,JAX,3,0,0,40.0,0,0,15,0,0,72.7,69.6,82.4,,46.7,47.0,0,0,0,0,14,22.2,2,1,1,49.2,4,0,0,7,154,108,168,2,0,0,2,0,0,166,0,60,5,2,7,1,10,0,0,33,14,8.3
Chris Smith II,83220,S,LV,1,1,0,100.0,0,0,23,0,0,65.6,74.6,68.1,,66.2,31.5,0,0,0,0,7,33.3,1,0,0,95.8,1,0,0,5,0,3,11,1,0,0,1,0,2,10,0,8,3,0,1,0,1,0,0,7,10,7.0
Quan Martin,83236,S,WAS,8,10,0,77.8,0,0,32,0,0,51.9,56.5,84.9,54.2,69.2,70.8,0,0,0,0,44,10.6,5,1,0,155.8,7,0,0,52,1,245,422,5,0,0,5,0,345,417,4,173,19,7,32,1,9,0,1,188,81,26.9
Kerby Joseph,83239,S,DET,7,7,0,41.2,0,0,11,0,0,89.7,89.9,84.9,39.4,73.9,71.7,1,0,0,5,51,9.5,4,1,0,22.5,7,0,0,181,3,338,474,11,0,0,11,0,211,463,2,134,68,7,31,2,17,1,0,105,26,15.0
Sydney Brown,83241,S,PHI,2,0,0,0.0,0,0,24,0,0,81.8,87.0,74.8,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,1,0,7,12,0,0,0,0,0,10,12,0,5,1,0,0,0,1,0,0,0,0,
JuJu Brents,83256,CB,IND,1,4,0,71.4,0,0,14,0,0,50.1,54.7,77.9,,71.6,66.4,0,0,0,0,55,12.5,1,0,0,113.7,5,0,0,3,59,37,62,0,0,0,0,0,0,62,0,25,0,0,3,0,7,0,0,89,18,17.8
Kaevon Merriweather,83257,S,TB,5,0,0,100.0,1,0,30,0,0,52.5,51.0,77.6,58.4,60.0,77.2,0,0,0,0,36,0.0,0,0,1,158.3,1,0,0,6,0,37,44,0,0,0,0,0,31,44,1,6,6,0,1,0,1,0,1,36,17,36.0
Riley Moss,83259,CB,DEN,8,10,0,63.0,1,1,10,1,0,68.1,70.8,85.0,79.0,73.1,59.2,0,3,0,1,30,10.9,6,3,4,88.4,34,0,0,54,445,331,521,0,0,0,0,0,1,521,4,186,20,14,39,1,54,3,2,379,56,11.1
Percy Butler,83271,S,WAS,8,8,0,75.0,0,0,32,0,0,42.3,48.2,79.3,59.1,66.8,61.1,0,1,0,0,17,13.0,3,1,0,135.9,6,0,0,95,5,109,208,4,0,0,4,0,79,204,1,98,25,4,12,1,8,1,1,61,16,10.2
Terell Smith,83302,CB,CHI,2,0,0,0.0,0,0,6,0,0,67.2,67.5,71.6,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,10,8,12,0,0,0,0,0,0,12,0,4,1,0,0,0,1,0,0,0,0,
Jordan Howden,83305,S,NO,8,9,0,44.4,0,0,20,0,0,61.0,65.9,84.1,55.9,75.0,90.4,0,1,0,1,61,0.0,0,0,0,39.8,4,0,0,91,6,209,327,21,0,0,21,0,171,306,11,107,38,7,19,0,9,1,0,87,66,21.8
Keidron Smith,83310,S,DEN,2,0,0,100.0,0,0,10,0,0,37.9,34.1,73.0,59.1,60.0,23.8,0,0,0,0,17,100.0,1,0,1,118.8,1,0,0,3,0,7,12,3,0,0,3,0,5,9,1,4,0,0,0,0,1,0,0,17,11,17.0
Cam Taylor-Britt,83326,CB,CIN,8,7,0,68.3,0,0,7,0,0,59.3,59.1,17.0,,65.9,79.5,0,0,0,1,55,4.5,2,3,4,123.9,28,0,0,48,440,300,515,3,0,0,3,0,1,512,0,215,23,9,35,0,41,0,4,419,87,15.0
Greg Newsome II,83341,CB,CLV,8,2,0,68.6,0,0,8,0,0,51.2,49.1,40.5,46.0,50.5,29.1,0,2,0,0,66,25.9,7,1,2,130.7,24,0,0,24,182,239,401,12,0,0,12,0,0,389,9,153,183,5,18,0,35,2,3,360,182,15.0
Cory Trice Jr.,83353,CB,PIT,3,0,0,50.0,0,0,25,0,0,86.0,86.2,72.8,,60.0,75.0,0,0,0,1,9,0.0,0,0,0,22.9,1,0,0,12,11,27,29,0,0,0,0,0,2,29,0,2,4,0,2,0,2,0,0,9,7,9.0
Tyrek Funderburk,83356,CB,TB,4,1,0,91.7,0,1,30,0,0,55.3,53.2,81.3,,42.8,29.0,0,0,0,0,30,28.6,4,0,0,156.9,11,0,0,10,131,97,149,0,0,0,0,0,0,149,0,52,7,1,9,0,12,0,2,146,47,13.3
Christian Izien,83360,S,TB,7,6,0,73.1,0,0,30,0,0,54.1,57.5,83.6,59.2,69.3,46.0,0,3,0,1,20,21.3,10,2,1,70.5,19,0,0,60,29,250,385,12,0,0,12,0,203,373,14,121,81,10,31,3,26,3,0,147,109,7.7
Jaycee Horn,83375,CB,CAR,8,2,0,42.9,1,0,5,0,0,69.3,70.7,43.1,53.9,76.3,58.3,0,1,0,1,34,13.9,5,7,5,77.3,15,0,0,64,469,274,539,5,0,0,5,0,0,534,4,261,1,17,29,2,35,1,3,192,38,12.8
Israel Mukuamu,83377,CB,DAL,6,1,0,0.0,0,0,9,0,0,56.7,57.4,75.5,54.8,63.6,72.8,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,6,25,23,41,3,0,0,3,0,4,38,2,16,3,0,0,0,1,1,0,0,0,
